run_set,model,model_label,job_id,trace_id,status,reward,error,question_id,question_index,task
tf_bench_rerun,claude-opus-4-8,Opus 4.8,3077ca83-2ef4-4613-90e2-206dac3686ea,19e539b9-8ea0-4ffa-bd01-c83f4a7ee591,completed,0.0,,DBEVAL-V0-072,72,DragonTFBind
tf_bench_rerun,claude-opus-4-8,Opus 4.8,3077ca83-2ef4-4613-90e2-206dac3686ea,eb7fc122-fd3a-40ca-9f99-d3d15169b4f7,completed,0.9596296492550377,,DBEVAL-V0-077,77,DragonTFBind
tf_bench_rerun,claude-opus-4-8,Opus 4.8,3077ca83-2ef4-4613-90e2-206dac3686ea,ebd230d9-3ad0-4457-8fd0-630fac974531,completed,0.6785655869947684,,DBEVAL-V0-075,75,DragonTFBind
tf_bench_rerun,claude-opus-4-8,Opus 4.8,3077ca83-2ef4-4613-90e2-206dac3686ea,49428c5e-b47a-4eb5-a754-dfb0c42c7599,completed,0.7046939203804071,,DBEVAL-V0-080,80,DragonTFBind
tf_bench_rerun,claude-opus-4-8,Opus 4.8,3077ca83-2ef4-4613-90e2-206dac3686ea,4ad01f22-a1d0-4a4d-a5a6-05abba945ea4,completed,0.0,,DBEVAL-V0-079,79,DragonTFBind
tf_bench_rerun,claude-opus-4-8,Opus 4.8,3077ca83-2ef4-4613-90e2-206dac3686ea,3ca5cb23-ebfe-48b1-ab84-fa7d779d44de,completed,0.12321048746772865,,DBEVAL-V0-078,78,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,3bd6b5d0-f2fd-4eb8-a2f4-8d4111727ba6,completed,0.8539125638299666,,DBEVAL-V0-066,66,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,8677010f-30b2-43ea-8701-0e7ed2714a43,completed,0.9814798787003115,,DBEVAL-V0-063,63,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,7f378a8a-3559-41b7-bf75-971de4ee718e,completed,0.9284766908852593,,DBEVAL-V0-062,62,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,37986954-af47-4088-a4b4-7a0be365059c,completed,0.7243738572752056,,DBEVAL-V0-069,69,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,941697d3-8e92-411d-a65b-45bea82cd2a9,completed,0.7184212081070995,,DBEVAL-V0-067,67,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,03099e91-744c-4a3a-a02c-9089e58b81e4,completed,0.6831773314080839,,DBEVAL-V0-076,76,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,dd4e8ad9-3125-4743-b775-dc1bc1fff399,completed,0.6944562646748169,,DBEVAL-V0-073,73,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,8d7db862-4a0f-4519-a723-418a5a5c0974,completed,0.8230548917531015,,DBEVAL-V0-064,64,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,5e46fd1e-aff1-4c5f-a54e-9b690176f4a9,completed,0.5570860145311556,,DBEVAL-V0-075,75,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,e9971784-373f-4f53-bcf8-de71e7ab95da,completed,0.3088194587911824,,DBEVAL-V0-070,70,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,253c4972-4cc1-4cdf-b40f-f31b7de78c14,completed,0.8261843893231645,,DBEVAL-V0-074,74,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,0058e5f1-653e-485c-9437-d316756df36c,completed,0.8987170342729173,,DBEVAL-V0-065,65,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,0f9e5573-55ef-4a61-ae45-7b3f584c4832,completed,0.6465790872963896,,DBEVAL-V0-061,61,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,fb98a0d8-5c95-4b6d-84eb-5560e33f4b07,completed,0.4393920866735805,,DBEVAL-V0-072,72,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,ce1f54f6-c04a-4419-97b4-39de348e82ce,completed,0.8980265101338745,,DBEVAL-V0-077,77,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,c27aec68-b8fa-4c45-86b8-1e4c58594e56,completed,0.6383001298001729,,DBEVAL-V0-080,80,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,f45ae4d0-d04f-463e-9534-7dce61ada3c2,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",DBEVAL-V0-079,79,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,66a472b4-f727-4c87-aea4-0fddf906bc2d,completed,0.7890063481175086,,DBEVAL-V0-071,71,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,72a33be4-5593-454f-9130-286b92f4b4c1,completed,0.8230548917531015,,DBEVAL-V0-068,68,DragonTFBind
tf_bench_rerun,gemini-3.1-pro-preview,Gemini 3.1 Pro,5d9c1a9f-aa0b-4b75-a9c1-c4244c1dea7d,842991e1-6558-4675-bc4c-ad1b5802dd00,completed,0.0,,DBEVAL-V0-078,78,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,51c19aea-9b32-4dab-b130-f302ae7e00ac,completed,0.0,,DBEVAL-V0-072,72,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,e267d136-084a-4c92-a069-f62dfb614e58,completed,0.6378818629341724,,DBEVAL-V0-073,73,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,18bbb1e3-4973-4db2-998b-66361a593ffa,completed,0.7378603713872525,,DBEVAL-V0-074,74,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,323009ce-160b-4ce7-880b-de190329b2f6,completed,0.0778171499796181,,DBEVAL-V0-070,70,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,c28c1d31-144d-4b16-873e-0211bf49b11c,completed,0.1686038249558392,,DBEVAL-V0-075,75,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,513330b2-b0ee-4bcf-9d54-1c3562257dd8,completed,0.7191012094028307,,DBEVAL-V0-071,71,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,39850e7b-2c85-42cc-91a9-2be19f0206ea,completed,0.9374036001628425,,DBEVAL-V0-067,67,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,27732a90-3393-4a54-9a3e-73f29b893d1c,completed,0.9432080122846648,,DBEVAL-V0-068,68,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,7d918807-4538-475d-abdd-72fbbfc821c2,completed,0.7197016060085819,,DBEVAL-V0-076,76,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,3955aa71-9a58-4ae7-9214-370567d768f4,completed,0.756414575087226,,DBEVAL-V0-062,62,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,d5f23834-d3d1-435b-8071-a94908de28b8,completed,0.8739695897586162,,DBEVAL-V0-065,65,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,dc864dec-f57f-48c9-80aa-a1b1a64ea1d7,completed,0.8952737857857515,,DBEVAL-V0-066,66,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,cee67766-fdf9-491b-877f-25a86759868c,completed,0.0,,DBEVAL-V0-061,61,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,360368f8-776f-409b-97cc-0b5020e6d30b,completed,0.7140624739495478,,DBEVAL-V0-064,64,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,961d4a1a-0bf5-4239-be60-217cabb8304d,completed,0.812776759390954,,DBEVAL-V0-063,63,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,9407ecf4-6f99-4440-979e-0742e9fec647,completed,0.9153840525080106,,DBEVAL-V0-069,69,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,9dc93e3e-5459-4e9d-a655-8f4874ea1d67,completed,0.9317050452262764,,DBEVAL-V0-077,77,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,3d9cdd2c-b97e-49c5-a8ba-807bdd53fe16,completed,0.6917637567037024,,DBEVAL-V0-080,80,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,8db8f311-ed36-40ff-8f83-f5b32429de47,completed,0.0,,DBEVAL-V0-079,79,DragonTFBind
tf_bench_rerun,gpt-5.5,GPT-5.5,08e86b1e-ecac-459f-9ee6-d29cd9c82d4d,68dd2960-765b-43d5-a953-c5f355de6ca8,completed,0.0,,DBEVAL-V0-078,78,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,ae20e61a-ca07-4791-b3a1-952f608fc1d6,completed,0.7046939203804071,,DBEVAL-V0-062,62,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,2b8822be-c091-4f45-9b82-21ffb31c7d40,completed,0.006484762498301508,,DBEVAL-V0-075,75,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,0964a682-8724-4ca3-a8bf-e680f9437971,completed,0.0,,DBEVAL-V0-070,70,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,f637d4c3-4f6b-4877-a457-fed8ed051081,completed,0.833002265238681,,DBEVAL-V0-065,65,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,025a8f0a-718d-4b0f-b3f1-14bf9b79b472,completed,0.17508551185460228,,DBEVAL-V0-074,74,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,6ad12588-486f-4e3c-95a3-d6ddd1c849d7,completed,0.4654862107754571,,DBEVAL-V0-073,73,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,778e3a14-131b-499a-a08e-8f8e2c525985,completed,0.0,,DBEVAL-V0-064,64,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,e891c2d0-4aff-4ee9-90d7-16379fe5ccce,completed,0.7316073173924452,,DBEVAL-V0-068,68,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,7b191773-6010-4cc5-a1ea-f5dfa2047fc4,completed,0.6940889934236019,,DBEVAL-V0-067,67,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,068d6aa9-fd4f-462f-bf24-d64b83371533,completed,0.488043005901894,,DBEVAL-V0-066,66,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,bfbd0353-ce52-4e56-9f2b-a6289f01e7d5,completed,0.5392814368074489,,DBEVAL-V0-072,72,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,6b59608f-f504-4d08-b858-234b6de4cffd,completed,0.6815828854339874,,DBEVAL-V0-071,71,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,bbdc84f9-015b-43a3-bf77-17bfb5e88c79,completed,0.0,,DBEVAL-V0-076,76,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,cc060942-f194-473d-900a-9db1dd48ca69,completed,0.7680367542868648,,DBEVAL-V0-063,63,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,d6395a29-61d2-4df3-a573-0852d5c8ddcb,completed,0.362677131698819,,DBEVAL-V0-069,69,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,f63c01bd-d399-4a95-9755-4f1aa9ef9295,completed,0.0,,DBEVAL-V0-061,61,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,1117e228-a0ca-436d-8e36-879d7d993833,completed,0.45902081052301746,,DBEVAL-V0-078,78,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,41dedb3f-fa9c-48a8-a238-0b9854917250,completed,0.5690279135274574,,DBEVAL-V0-077,77,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,01bbccb7-b6f9-45fc-bb4a-8a033502fdd0,completed,0.0,,DBEVAL-V0-080,80,DragonTFBind
tf_bench_rerun,gpt-5.4,GPT-5.4,0a757ea7-30fa-42aa-9dfd-1aa248ee4304,98a4d33e-127a-4943-b3cd-a8909377970e,completed,0.09697622757528539,,DBEVAL-V0-079,79,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,37175149-a191-4bb4-af8f-4f065fc26de9,completed,0.0,,DBEVAL-V0-077,77,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,9d782a21-28cd-49ef-9510-14f57ccb5111,completed,0.11289760579471032,,DBEVAL-V0-069,69,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,2995badf-0e5b-4fd2-8aba-63d9dcb433f5,completed,0.02634373979389307,,DBEVAL-V0-078,78,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,93d90d9b-3053-4b23-bebb-88d22096e49b,completed,0.11880802590133725,,DBEVAL-V0-064,64,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,5d10ac2c-e8bc-43b5-8fb4-3f186da50a4d,completed,0.495300495300743,,DBEVAL-V0-061,61,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,884c486b-801e-433f-87f3-c0809831c5f9,completed,0.40095465529576446,,DBEVAL-V0-074,74,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,9f79c149-a628-4125-866d-878b02e96ed8,completed,0.7316073173924452,,DBEVAL-V0-067,67,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,d1f0b387-1af4-40e1-94f0-355545feaf19,completed,0.0,,DBEVAL-V0-066,66,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,448ff333-88a7-460e-978b-f268bfd2f534,completed,0.4250300484888475,,DBEVAL-V0-063,63,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,75ca3fab-2179-4be6-8bd7-0b698e5003b7,completed,0.3586040618072619,,DBEVAL-V0-068,68,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,178d93fd-b617-40a4-9de6-f930392b685d,completed,0.020833835698468462,,DBEVAL-V0-062,62,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,a8008867-dbd3-40de-93f2-adac906cac59,completed,0.0,,DBEVAL-V0-070,70,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,566d8b7f-3245-420e-86c6-36344646e8b5,completed,0.6503176154599513,,DBEVAL-V0-071,71,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,3af63678-c244-4db5-b547-2597193cd379,completed,0.19513871975911865,,DBEVAL-V0-075,75,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,cdae9d6b-d900-4e5d-a33b-f1ca12370fd9,completed,0.0,,DBEVAL-V0-072,72,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,2405e014-bdb4-4b13-9c4d-211700f3b42b,completed,0.6244861568344784,,DBEVAL-V0-065,65,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,77dc2702-8bee-45f0-a211-1a71e0e87a08,completed,0.0,,DBEVAL-V0-080,80,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,42985ed0-3ee0-4bb5-9d34-4c0da3b3b2c3,completed,0.21767601657541885,,DBEVAL-V0-073,73,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,a7cc96b9-b790-4eb2-a9a5-1ddbe67ebe2b,completed,0.029348363544187468,,DBEVAL-V0-076,76,DragonTFBind
tf_bench_rerun,gpt-5.4-mini,GPT-5.4 mini,c4352fc5-82b3-4d24-b611-3950e78602e5,205d5192-3a21-4b69-b4fa-c73d0e9d4bf8,completed,0.0,,DBEVAL-V0-079,79,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,670a29b7-bd85-4cb4-91de-2eed17c9046a,completed,0.8105953122876886,,DBEVAL-V0-062,62,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,82522b53-2933-444a-ba70-652828ea8828,completed,0.20041753698892312,,DBEVAL-V0-075,75,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,533d3043-f0e5-4f67-a925-f6cba26c2ab2,completed,0.9470854708334032,,DBEVAL-V0-067,67,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,87274636-78fd-4e75-a5e2-38c00d29425e,completed,0.6628237234495657,,DBEVAL-V0-061,61,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,2d3bf896-d865-4314-bfdf-32a6210b5c24,completed,0.0,,DBEVAL-V0-076,76,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,63fa770d-15e1-4691-b337-650c5a2199d7,completed,0.4439668336313129,,DBEVAL-V0-071,71,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,d6a4ca23-c623-4589-ab76-f7c7229fe169,completed,0.21635274585338146,,DBEVAL-V0-072,72,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,eee5adc0-12b4-4881-9a15-b5cc57a91f3c,completed,0.8492353916724403,,DBEVAL-V0-065,65,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,11baea38-0a08-42bb-a2d0-f9997562ddf7,completed,0.8341878650386929,,DBEVAL-V0-069,69,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,e0f38250-3c1d-41b8-badd-3f2b88440c74,completed,0.536263627524874,,DBEVAL-V0-064,64,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,0a4d56a0-7f9e-4ccc-ad3f-288ed4d6e529,completed,0.8077139631447794,,DBEVAL-V0-063,63,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,da64f5b5-8e5e-4261-b028-8cddde17cf63,completed,0.9491216000737296,,DBEVAL-V0-068,68,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,30b45803-bd28-4c5d-ad54-04f9381ac8fa,completed,0.0,,DBEVAL-V0-074,74,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,034848ec-d246-4645-b468-a4c3a91bfd98,completed,0.7539565385799657,,DBEVAL-V0-073,73,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,dfcd4c61-b109-42b0-af65-da9e7e5a0f9e,completed,0.8822988033830594,,DBEVAL-V0-066,66,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,5e07f0b6-c3d2-4453-9643-45c39f7e86ae,completed,0.0,,DBEVAL-V0-070,70,DragonTFBind
tf_bench_rerun,gpt-5,GPT-5,5967cd92-82f5-43c5-8160-13ecbe6c9b44,1c20cab4-2907-452c-95f0-f604b0b385f3,completed,0.8604258604262907,,DBEVAL-V0-077,77,DragonTFBind
