model,model_label,job_id,trace_id,status,reward,error,question_id,task,question_index,duration_seconds,eval_score,eval_status,eval_error,agent_text_chars,submit_calls,submitted_answer_chars,setup_prompt_chars,tool_error,subscores_json,run_set
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,cc3c9be6-9c7d-41e1-a732-3862dd5c325d,completed,0.0,,DBEVAL-V0-027,AnolePromoterExpression,27,17.809465,0.0,scored,,333.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.3}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,defbf891-bdc0-40aa-be1b-c954d5e604eb,completed,0.0,,DBEVAL-V0-028,AnolePromoterExpression,28,16.892944,0.0,scored,,154.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.41666666666666663}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,5c4c4b90-6433-456b-a216-0120218290dd,completed,0.0499999999999999,,DBEVAL-V0-029,AnolePromoterExpression,29,16.872898,0.0499999999999999,scored,,174.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.049999999999999996}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,dbc6b58d-832d-4d33-bd91-eccdba8b5f67,completed,0.0,,DBEVAL-V0-030,AnolePromoterExpression,30,16.054116,0.0,scored,,148.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.033333333333333326}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,a65dcc0c-5278-4091-bf12-576b078fde93,completed,0.2499999999999999,,DBEVAL-V0-031,AnolePromoterExpression,31,17.114236,0.2499999999999999,scored,,520.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.24999999999999997}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,bc43f421-2a3a-4727-8432-24cdec474086,completed,0.4833333333333333,,DBEVAL-V0-032,AnolePromoterExpression,32,14.815298,0.4833333333333333,scored,,297.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.4833333333333333}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,1306903a-632a-4542-9740-9ba65c70cd74,completed,0.4833333333333333,,DBEVAL-V0-033,AnolePromoterExpression,33,13.510775,0.4833333333333333,scored,,153.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.4833333333333333}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,108ebd4d-cb69-478a-ab91-48f7f4d98ac0,completed,0.0,,DBEVAL-V0-034,AnolePromoterExpression,34,13.309966,0.0,scored,,153.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.1333333333333333}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,de3458e8-4f22-4d41-97a3-f402742e9e9a,completed,0.0166666666666666,,DBEVAL-V0-035,AnolePromoterExpression,35,17.6117,0.0166666666666666,scored,,574.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.016666666666666663}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,e35891c2-c640-4dee-bc93-620f0f8f1a95,completed,0.0,,DBEVAL-V0-036,AnolePromoterExpression,36,15.661996,0.0,scored,,174.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.2666666666666666}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,6227e487-337b-4732-b1ee-200c707ec912,completed,0.0,,DBEVAL-V0-037,AnolePromoterExpression,37,15.712999,0.0,scored,,160.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.36666666666666664}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,a6861418-3e32-4b91-a302-098826cfae52,completed,0.2166666666666666,,DBEVAL-V0-038,AnolePromoterExpression,38,17.242921,0.2166666666666666,scored,,155.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.21666666666666665}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,641f1697-0c08-4cb4-886c-7528581594df,completed,0.0,,DBEVAL-V0-039,AnolePromoterExpression,39,16.00524,0.0,scored,,175.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.7666666666666666}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,a70dbaa7-b29b-43a6-b5b5-7b339774b29d,completed,0.0,,DBEVAL-V0-040,AnolePromoterExpression,40,33.343904,0.0,scored,,159.0,1.0,116.0,3305.0,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.16666666666666666}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,b1d4c503-2ac0-458d-9e6c-21c9e8e83651,completed,0.2179758308157099,,DBEVAL-V0-041,KomodoProteinFold,41,183.286048,0.2179758308157099,scored,,1021.0,1.0,33552.0,1645.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.21797583081570998, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1655, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1655, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,d766c5c1-8ae2-4c60-948d-6279c52e3a30,completed,0.2748272884283247,,DBEVAL-V0-042,KomodoProteinFold,42,180.673042,0.2748272884283247,scored,,1020.0,1.0,32762.0,1643.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.2748272884283247, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1158, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1158, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,b61c881c-cc7c-433e-a82b-4da9ca92b6a1,completed,0.0,,DBEVAL-V0-043,KomodoProteinFold,43,17.672853,0.0,invalid_answer,,1033.0,1.0,22.0,1642.0,,{},
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,99eb8f6b-27d3-4a0d-81a3-369972ba48fa,completed,0.4124860646599777,,DBEVAL-V0-044,KomodoProteinFold,44,171.672193,0.4124860646599777,scored,,986.0,1.0,31623.0,1640.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.4124860646599777, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 897, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 897, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,fe87c6a2-ec47-49ad-bef1-92fb71f6b06c,completed,0.3450226244343891,,DBEVAL-V0-045,KomodoProteinFold,45,185.367852,0.3450226244343891,scored,,1077.0,1.0,33386.0,1644.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.34502262443438914, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1547, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1547, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,13720c1a-ffda-424b-88ae-c9e9b144b76e,completed,0.0,,DBEVAL-V0-046,KomodoProteinFold,46,21.997046,0.0,invalid_answer,,1543.0,1.0,22.0,1651.0,,{},
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,c37c2cfb-5971-4a52-b095-d730ab6ded19,completed,0.0,,DBEVAL-V0-048,KomodoProteinFold,48,23.341455,0.0,invalid_answer,,1270.0,1.0,22.0,1645.0,,{},
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,5ec43b6f-9f40-470e-bdfe-4d1028299c88,completed,0.0,,DBEVAL-V0-047,KomodoProteinFold,47,22.742615,0.0,invalid_answer,,1106.0,1.0,22.0,1642.0,,{},
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,dd4b6db1-e7be-4ce2-925e-f947d940c876,completed,0.256055900621118,,DBEVAL-V0-049,KomodoProteinFold,49,178.099964,0.256055900621118,scored,,1073.0,1.0,32104.0,1641.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.256055900621118, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1610, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1610, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,4f04f8d0-c7b7-4d72-8312-6ff927dc1c7f,completed,0.7314077025232404,,DBEVAL-V0-050,KomodoProteinFold,50,178.214963,0.7314077025232404,scored,,1113.0,1.0,32362.0,1642.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.7314077025232404, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 753, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 753, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,ff266d53-0cd0-41bb-a2fe-155e27598b61,completed,0.0435649202733485,,DBEVAL-V0-051,KomodoProteinFold,51,176.646554,0.0435649202733485,scored,,1204.0,1.0,32328.0,1640.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.04356492027334852, ""coordinate_coverage"": 0.2375, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 78, ""lddt_missing_contacts"": 800, ""lddt_reference_contacts"": 878, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,bb19f6bc-fd6d-45a3-b8fa-2629ad0ef102,completed,0.2219055374592833,,DBEVAL-V0-052,KomodoProteinFold,52,149.212735,0.2219055374592833,scored,,1112.0,1.0,27065.0,1644.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.22190553745928338, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1228, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1228, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,df70b99e-8f54-487d-bb4a-e67f6172f2f4,completed,0.5533262935586061,,DBEVAL-V0-053,KomodoProteinFold,53,177.847391,0.5533262935586061,scored,,1167.0,1.0,32021.0,1641.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.5533262935586061, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 947, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 947, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,19e995f9-bcc5-4bd1-b1a0-e7e60af54614,completed,0.1519360269360269,,DBEVAL-V0-054,KomodoProteinFold,54,125.375689,0.1519360269360269,scored,,920.0,1.0,26728.0,1643.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.15193602693602692, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1188, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1188, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,e3e97871-5073-4355-88d2-655940e7540d,completed,0.275187969924812,,DBEVAL-V0-055,KomodoProteinFold,55,173.806299,0.275187969924812,scored,,1769.0,1.0,31642.0,1641.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.27518796992481204, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1330, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1330, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,35ae8059-9d0b-422d-9e00-755d70defb7c,completed,0.9873188405797102,,DBEVAL-V0-056,KomodoProteinFold,56,183.328215,0.9873188405797102,scored,,1064.0,1.0,32683.0,1642.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.9873188405797102, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 690, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 690, ""structure_validity"": 1.0}",
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,0fee0865-9a12-4bb1-a011-385bcd54cbad,completed,0.1389739663093415,,DBEVAL-V0-057,KomodoProteinFold,57,234.396796,0.1389739663093415,scored,,1420.0,1.0,52744.0,1642.0,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.1389739663093415, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1306, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1306, ""structure_validity"": 1.0}",
