model,model_label,job_id,trace_id,status,reward,error,question_id,task,question_index,duration_seconds,eval_score,eval_status,eval_error,agent_text_chars,submit_calls,submitted_answer_chars,setup_prompt_chars,tool_error,subscores_json
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,4fa0920a-5763-41da-9753-a0d0e2e6947a,completed,0.954519613416714,,DBEVAL-V0-013,AnoleGeneParse,13,16.700574,0.954519613416714,scored,,570,1,130.0,3503,,"{""intron_boundary_score"": 0.017191977077363897, ""intron_count_accuracy"": 0.6666666666666667, ""intron_interval_f1_at_iou_0_8"": 0.5714285714285715, ""precision"": 0.5, ""recall"": 0.6666666666666666, ""spliced_sequence_levenshtein_similarity"": 0.954519613416714}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,8790a0a3-b978-4a51-bb65-d69e84c55c58,completed,0.20717781402936375,,DBEVAL-V0-014,AnoleGeneParse,14,24.834932,0.20717781402936375,scored,,1769,1,101.0,3722,,"{""intron_boundary_score"": 0.002291825821237586, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 0.3333333333333333, ""precision"": 0.3333333333333333, ""recall"": 0.3333333333333333, ""spliced_sequence_levenshtein_similarity"": 0.20717781402936375}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,4f1d7e53-03f9-407c-a777-0a4d7a403643,completed,0.8265536723163842,,DBEVAL-V0-015,AnoleGeneParse,15,18.065694,0.8265536723163842,scored,,652,1,130.0,3844,,"{""intron_boundary_score"": 0.013071895424836602, ""intron_count_accuracy"": 0.6666666666666667, ""intron_interval_f1_at_iou_0_8"": 0.5714285714285715, ""precision"": 0.5, ""recall"": 0.6666666666666666, ""spliced_sequence_levenshtein_similarity"": 0.8265536723163842}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,60d7660d-dc18-4527-b02b-ee5451828bab,completed,0.48745519713261654,,DBEVAL-V0-016,AnoleGeneParse,16,24.042287,0.48745519713261654,scored,,1301,1,97.0,2300,,"{""intron_boundary_score"": 0.009603841536614645, ""intron_count_accuracy"": 0.75, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.48745519713261654}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,f992ec52-8be6-480b-88b4-813860e9ff5c,completed,0.9945295404814004,,DBEVAL-V0-017,AnoleGeneParse,17,23.393611,0.9945295404814004,scored,,1568,1,42.0,3423,,"{""intron_boundary_score"": 0.0018315018315018315, ""intron_count_accuracy"": 0.25, ""intron_interval_f1_at_iou_0_8"": 0.4, ""precision"": 1.0, ""recall"": 0.25, ""spliced_sequence_levenshtein_similarity"": 0.9945295404814004}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,9925d4f0-fa2d-4f10-8db9-ba78f5a573ba,completed,0.8863031914893618,,DBEVAL-V0-018,AnoleGeneParse,18,17.565569,0.8863031914893618,scored,,604,1,160.0,3697,,"{""intron_boundary_score"": 0.053691275167785234, ""intron_count_accuracy"": 0.75, ""intron_interval_f1_at_iou_0_8"": 0.4444444444444445, ""precision"": 0.4, ""recall"": 0.5, ""spliced_sequence_levenshtein_similarity"": 0.8863031914893618}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,4e749591-b651-4783-93cb-14400d7c5d6c,completed,0.7119360902255639,,DBEVAL-V0-019,AnoleGeneParse,19,21.346051,0.7119360902255639,scored,,1276,1,131.0,3960,,"{""intron_boundary_score"": 0.004828002414001207, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 0.25, ""precision"": 0.25, ""recall"": 0.25, ""spliced_sequence_levenshtein_similarity"": 0.7119360902255639}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,1597500d-750a-4ee0-8dac-bb78c4d2103f,completed,0.8626716604244694,,DBEVAL-V0-020,AnoleGeneParse,20,19.233984,0.8626716604244694,scored,,880,1,192.0,4031,,"{""intron_boundary_score"": 0.017241379310344827, ""intron_count_accuracy"": 0.5, ""intron_interval_f1_at_iou_0_8"": 0.2, ""precision"": 0.16666666666666666, ""recall"": 0.25, ""spliced_sequence_levenshtein_similarity"": 0.8626716604244694}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,d82256e7-e3c9-4a47-9937-e2510a1a2d97,completed,0.0,,DBEVAL-V0-021,AnolePromoterExpression,21,12.797679,0.0,scored,,168,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.36666666666666664}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,7665d9ba-de8a-4972-a164-adfd5371216c,completed,0.0,,DBEVAL-V0-022,AnolePromoterExpression,22,13.394986,0.0,scored,,334,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.049999999999999996}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,983611d8-5dc8-4c64-86f1-c77cff679faa,completed,0.5333333333333332,,DBEVAL-V0-023,AnolePromoterExpression,23,13.817962,0.5333333333333332,scored,,164,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.5333333333333332}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,2c43ad76-4db5-4423-bc9a-fd4508a83335,completed,0.21666666666666665,,DBEVAL-V0-024,AnolePromoterExpression,24,17.082042,0.21666666666666665,scored,,401,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.21666666666666665}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,561cd17a-8c97-4329-9699-ab6e23097fa5,completed,0.0,,DBEVAL-V0-025,AnolePromoterExpression,25,19.762317,0.0,scored,,76,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.16666666666666666}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,2a585cd2-65a7-402d-b074-2d1cbef53282,completed,0.0,,DBEVAL-V0-026,AnolePromoterExpression,26,16.570474,0.0,scored,,169,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.08333333333333333}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,cc3c9be6-9c7d-41e1-a732-3862dd5c325d,completed,0.0,,DBEVAL-V0-027,AnolePromoterExpression,27,17.809465,0.0,scored,,333,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.3}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,defbf891-bdc0-40aa-be1b-c954d5e604eb,completed,0.0,,DBEVAL-V0-028,AnolePromoterExpression,28,16.892944,0.0,scored,,154,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.41666666666666663}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,5c4c4b90-6433-456b-a216-0120218290dd,completed,0.049999999999999996,,DBEVAL-V0-029,AnolePromoterExpression,29,16.872898,0.049999999999999996,scored,,174,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.049999999999999996}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,dbc6b58d-832d-4d33-bd91-eccdba8b5f67,completed,0.0,,DBEVAL-V0-030,AnolePromoterExpression,30,16.054116,0.0,scored,,148,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.033333333333333326}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,a65dcc0c-5278-4091-bf12-576b078fde93,completed,0.24999999999999997,,DBEVAL-V0-031,AnolePromoterExpression,31,17.114236,0.24999999999999997,scored,,520,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.24999999999999997}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,bc43f421-2a3a-4727-8432-24cdec474086,completed,0.4833333333333333,,DBEVAL-V0-032,AnolePromoterExpression,32,14.815298,0.4833333333333333,scored,,297,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.4833333333333333}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,1306903a-632a-4542-9740-9ba65c70cd74,completed,0.4833333333333333,,DBEVAL-V0-033,AnolePromoterExpression,33,13.510775,0.4833333333333333,scored,,153,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.4833333333333333}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,108ebd4d-cb69-478a-ab91-48f7f4d98ac0,completed,0.0,,DBEVAL-V0-034,AnolePromoterExpression,34,13.309966,0.0,scored,,153,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.1333333333333333}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,de3458e8-4f22-4d41-97a3-f402742e9e9a,completed,0.016666666666666663,,DBEVAL-V0-035,AnolePromoterExpression,35,17.6117,0.016666666666666663,scored,,574,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.016666666666666663}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,e35891c2-c640-4dee-bc93-620f0f8f1a95,completed,0.0,,DBEVAL-V0-036,AnolePromoterExpression,36,15.661996,0.0,scored,,174,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.2666666666666666}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,6227e487-337b-4732-b1ee-200c707ec912,completed,0.0,,DBEVAL-V0-037,AnolePromoterExpression,37,15.712999,0.0,scored,,160,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.36666666666666664}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,a6861418-3e32-4b91-a302-098826cfae52,completed,0.21666666666666665,,DBEVAL-V0-038,AnolePromoterExpression,38,17.242921,0.21666666666666665,scored,,155,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": 0.21666666666666665}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,641f1697-0c08-4cb4-886c-7528581594df,completed,0.0,,DBEVAL-V0-039,AnolePromoterExpression,39,16.00524,0.0,scored,,175,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.7666666666666666}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,a70dbaa7-b29b-43a6-b5b5-7b339774b29d,completed,0.0,,DBEVAL-V0-040,AnolePromoterExpression,40,33.343904,0.0,scored,,159,1,116.0,3305,,"{""ranking_completeness"": 1.0, ""spearman_rank_correlation"": -0.16666666666666666}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,b1d4c503-2ac0-458d-9e6c-21c9e8e83651,completed,0.21797583081570998,,DBEVAL-V0-041,KomodoProteinFold,41,183.286048,0.21797583081570998,scored,,1021,1,33552.0,1645,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.21797583081570998, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1655, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1655, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,d766c5c1-8ae2-4c60-948d-6279c52e3a30,completed,0.2748272884283247,,DBEVAL-V0-042,KomodoProteinFold,42,180.673042,0.2748272884283247,scored,,1020,1,32762.0,1643,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.2748272884283247, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1158, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1158, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,b61c881c-cc7c-433e-a82b-4da9ca92b6a1,completed,0.0,,DBEVAL-V0-043,KomodoProteinFold,43,17.672853,0.0,invalid_answer,,1033,1,22.0,1642,,{}
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,99eb8f6b-27d3-4a0d-81a3-369972ba48fa,completed,0.4124860646599777,,DBEVAL-V0-044,KomodoProteinFold,44,171.672193,0.4124860646599777,scored,,986,1,31623.0,1640,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.4124860646599777, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 897, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 897, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,fe87c6a2-ec47-49ad-bef1-92fb71f6b06c,completed,0.34502262443438914,,DBEVAL-V0-045,KomodoProteinFold,45,185.367852,0.34502262443438914,scored,,1077,1,33386.0,1644,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.34502262443438914, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1547, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1547, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,13720c1a-ffda-424b-88ae-c9e9b144b76e,completed,0.0,,DBEVAL-V0-046,KomodoProteinFold,46,21.997046,0.0,invalid_answer,,1543,1,22.0,1651,,{}
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,c37c2cfb-5971-4a52-b095-d730ab6ded19,completed,0.0,,DBEVAL-V0-048,KomodoProteinFold,48,23.341455,0.0,invalid_answer,,1270,1,22.0,1645,,{}
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,5ec43b6f-9f40-470e-bdfe-4d1028299c88,completed,0.0,,DBEVAL-V0-047,KomodoProteinFold,47,22.742615,0.0,invalid_answer,,1106,1,22.0,1642,,{}
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,dd4b6db1-e7be-4ce2-925e-f947d940c876,completed,0.256055900621118,,DBEVAL-V0-049,KomodoProteinFold,49,178.099964,0.256055900621118,scored,,1073,1,32104.0,1641,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.256055900621118, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1610, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1610, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,4f04f8d0-c7b7-4d72-8312-6ff927dc1c7f,completed,0.7314077025232404,,DBEVAL-V0-050,KomodoProteinFold,50,178.214963,0.7314077025232404,scored,,1113,1,32362.0,1642,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.7314077025232404, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 753, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 753, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,ff266d53-0cd0-41bb-a2fe-155e27598b61,completed,0.04356492027334852,,DBEVAL-V0-051,KomodoProteinFold,51,176.646554,0.04356492027334852,scored,,1204,1,32328.0,1640,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.04356492027334852, ""coordinate_coverage"": 0.2375, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 78, ""lddt_missing_contacts"": 800, ""lddt_reference_contacts"": 878, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,bb19f6bc-fd6d-45a3-b8fa-2629ad0ef102,completed,0.22190553745928338,,DBEVAL-V0-052,KomodoProteinFold,52,149.212735,0.22190553745928338,scored,,1112,1,27065.0,1644,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.22190553745928338, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1228, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1228, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,df70b99e-8f54-487d-bb4a-e67f6172f2f4,completed,0.5533262935586061,,DBEVAL-V0-053,KomodoProteinFold,53,177.847391,0.5533262935586061,scored,,1167,1,32021.0,1641,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.5533262935586061, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 947, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 947, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,19e995f9-bcc5-4bd1-b1a0-e7e60af54614,completed,0.15193602693602692,,DBEVAL-V0-054,KomodoProteinFold,54,125.375689,0.15193602693602692,scored,,920,1,26728.0,1643,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.15193602693602692, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1188, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1188, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,e3e97871-5073-4355-88d2-655940e7540d,completed,0.27518796992481204,,DBEVAL-V0-055,KomodoProteinFold,55,173.806299,0.27518796992481204,scored,,1769,1,31642.0,1641,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.27518796992481204, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1330, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1330, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,35ae8059-9d0b-422d-9e00-755d70defb7c,completed,0.9873188405797102,,DBEVAL-V0-056,KomodoProteinFold,56,183.328215,0.9873188405797102,scored,,1064,1,32683.0,1642,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.9873188405797102, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 690, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 690, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,0fee0865-9a12-4bb1-a011-385bcd54cbad,completed,0.1389739663093415,,DBEVAL-V0-057,KomodoProteinFold,57,234.396796,0.1389739663093415,scored,,1420,1,52744.0,1642,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.1389739663093415, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1306, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1306, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,570f355e-b2bf-4263-8326-c2032534d7e1,completed,0.6938325991189427,,DBEVAL-V0-058,KomodoProteinFold,58,175.147314,0.6938325991189427,scored,,948,1,31642.0,1640,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.6938325991189427, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 681, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 681, ""structure_validity"": 1.0}"
claude-opus-4-8,Opus 4.8,d0785f45-515b-4721-aa3c-d948dc5dd0f2,8b6b7a63-f7ba-4b44-9d35-40651cf83de0,completed,0.5391692954784437,,DBEVAL-V0-059,KomodoProteinFold,59,173.142232,0.5391692954784437,scored,,1194,1,32110.0,1641,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.5391692954784437, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 951, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 951, ""structure_validity"": 1.0}"
