model,model_label,question_id,question_index,status,reward,trace_id,job_id,row_source,replacement_pass
claude-opus-4-8,Opus 4.8,DBEVAL-V0-051,51,completed,0.0435649202733485,ff266d53-0cd0-41bb-a2fe-155e27598b61,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-052,52,completed,0.2219055374592833,bb19f6bc-fd6d-45a3-b8fa-2629ad0ef102,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-053,53,completed,0.5533262935586061,df70b99e-8f54-487d-bb4a-e67f6172f2f4,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-054,54,completed,0.1519360269360269,19e995f9-bcc5-4bd1-b1a0-e7e60af54614,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-055,55,completed,0.275187969924812,e3e97871-5073-4355-88d2-655940e7540d,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-056,56,completed,0.9873188405797102,35ae8059-9d0b-422d-9e00-755d70defb7c,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-057,57,completed,0.1389739663093415,0fee0865-9a12-4bb1-a011-385bcd54cbad,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-058,58,completed,0.6938325991189427,570f355e-b2bf-4263-8326-c2032534d7e1,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-059,59,completed,0.5391692954784437,8b6b7a63-f7ba-4b44-9d35-40651cf83de0,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-060,60,completed,0.1728645066273932,7fb954db-7875-4dc6-819b-7767daa45c8f,d0785f45-515b-4721-aa3c-d948dc5dd0f2,original_full_run_current_row,
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-041,41,error,0.0,9c4d6ca6-ac92-4a45-8fce-b5fb4f6d9b35,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-042,42,error,0.0,30036b96-933a-4a16-80e7-bcc4b6ea0288,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-043,43,error,0.0,824f5394-cd95-448c-9337-953f0e0ce1d2,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-044,44,error,0.0,0c847d66-62ed-421e-abfd-7706d83eb332,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-045,45,error,0.0,0a391772-2dc8-48e9-8f3b-74fec024daf9,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-046,46,error,0.0,9f058647-89f5-4983-9dfa-4182afb4da6d,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-047,47,error,0.0,5ebd26c5-e786-4014-8188-d7a923b0ded1,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-048,48,error,0.0,1a4e7e12-7f17-479e-8869-f9160278739a,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-049,49,error,0.0,8a0bb53d-78d3-4f5e-86cd-916d51181d53,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-050,50,error,0.0,760f6ca0-1bac-4f6c-9a7b-f6b5d42f2def,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-051,51,error,0.0,33cd7f50-2c4a-4496-ba60-f9997ba1b45d,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-052,52,error,0.0,122c61e3-7ee3-40dd-83ac-34e322225e5e,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-053,53,error,0.0,dd94b1d0-9fec-443a-96c5-970911912b4e,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-054,54,error,0.0,5408b036-8ffd-4dad-8b86-157accc615cf,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-055,55,error,0.0,cf825bf1-5331-4d5a-a51d-d56741761260,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-056,56,error,0.0,605e6a47-6b13-40ca-bb4b-b3a8018131fc,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-057,57,error,0.0,2b5eb1e3-92a6-4c55-a8d0-0c170d55191d,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-058,58,error,0.0,5307ccc0-a78a-4585-bb8a-2629d9a6ca28,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-059,59,error,0.0,c2e54650-4233-462b-ae0d-e47d0b6baca5,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-060,60,error,0.0,d2af3259-4ea7-45f4-9df8-2ef1e6c598a2,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,error_retry_terminal,first_retry
gpt-5.5,GPT-5.5,DBEVAL-V0-041,41,completed,0.0814199395770392,b0c09491-047d-4225-9e4d-9c6b7016bd1a,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-042,42,completed,0.0177029360967184,349af0a0-4996-4773-8052-e8c0d0dce5eb,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-043,43,completed,0.01875,52e06b9b-d662-4308-9766-31304a5fd422,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-044,44,completed,0.1382385730211817,9821aee9-10a7-4ead-8d8d-436cf4a3c6a5,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-045,45,completed,0.1063348416289592,7af94eb5-8ff9-4c2b-b604-43b83ed02fc6,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-046,46,completed,0.0965089440276976,d0b799e7-e778-4cb6-85ca-eeb4503d5e40,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-047,47,completed,0.022450110864745,d555d263-b97d-46de-9f37-8c0ba9703997,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-048,48,completed,0.1681873479318734,73d1aad3-1e2d-4c83-a3c8-2aad5cf1c767,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-049,49,completed,0.0824534161490683,e4cd245a-bf86-44cd-a4bd-50841dd2630a,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-050,50,completed,0.149734395750332,0a5695a5-8d00-49fb-98f0-f00819f4da4b,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-051,51,completed,0.1321184510250569,e2328b46-4d2c-4456-990a-fea8b0d0fedf,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-052,52,completed,0.0,43a3e62b-5a71-4e59-887f-dd858e541afc,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-053,53,completed,0.1251319957761351,6dec309c-326c-4248-a628-bcb29ec6ee3f,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-054,54,completed,0.0,7ce94323-4e5f-435f-95f2-5e62e3af4423,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-055,55,completed,0.0,3d16ba88-9b74-4bd6-925d-0b9e6f4d7af9,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-056,56,completed,0.1485507246376811,ec443c7c-0af2-4ed3-941f-ab264f5ea485,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-057,57,completed,0.1068147013782542,b77a17d9-2972-41aa-9ce7-003a1efe77e9,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-058,58,completed,0.1696035242290749,bd738d63-64e4-40d5-9c5f-84195c66f25c,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-059,59,completed,0.0,c5dcdd93-92c6-4924-9190-22420bda65d7,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.5,GPT-5.5,DBEVAL-V0-060,60,completed,0.1139543446244477,b920edf1-52ec-47ad-b412-1bfcb08e48b9,b4407a3e-477b-4933-83fb-96ff3213ca5c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-041,41,completed,0.2169184290030211,3dbc3dd9-0c01-4746-843f-0f7afab6517c,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-042,42,completed,0.2005613126079447,ab4f9497-fd03-4154-8f76-cf1c58bdeef8,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-043,43,completed,0.2168981481481481,74bffbc3-89ee-4f0a-b47f-0147f5c906bc,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-044,44,completed,0.237736900780379,40783246-7a30-45ba-ae70-6bd5d589c24c,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-045,45,completed,0.3301551389786684,0a98b84e-0bad-45b8-a44d-77b61566f99d,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-046,46,completed,0.1115118291979226,ecc99499-70b0-443a-9a45-4988f47eee7b,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-047,47,completed,0.5013858093126385,059462bb-f445-4f54-97bf-d4c82a5b4892,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-048,48,completed,0.5477493917274939,5edbae0d-fc2d-4dad-af91-5e5c39a13338,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-049,49,completed,0.121583850931677,175825cd-47f2-407c-9830-cd80b8fb6ff9,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-050,50,completed,0.7207835325365206,1a4e2022-ed2b-408b-bdba-128a69cf14f6,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-051,51,completed,0.2161161731207289,c19358a9-7bde-4d91-b04a-a02bd9b0c89d,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-052,52,completed,0.2880700325732899,bcfc4e3f-03b4-4aa2-b959-9f5c27d302d5,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-053,53,completed,0.1338437170010559,5d741954-35e6-4e06-86ad-2239194a0a0c,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-054,54,completed,0.2032828282828283,4ca01b11-00db-49f9-81e3-d10683291ff2,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-055,55,completed,0.2516917293233082,08e8c922-f294-4458-9d7f-be294a9cd908,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-056,56,completed,0.1775362318840579,4b873c6b-f6d2-4c62-8430-60f92213aaeb,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-057,57,completed,0.187021439509954,70bddee9-f226-412d-b477-beb45a6262f2,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-058,58,completed,0.2437591776798825,6da43696-82d6-4429-99b4-2d5e8e11d2a3,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-059,59,completed,0.1464248159831756,a6c6810b-8749-4c52-aa07-a92b336959d1,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5.4,GPT-5.4,DBEVAL-V0-060,60,completed,0.1715758468335788,d5a18f60-729a-49c6-a68e-fdb34cc648d8,959ae140-50d8-4d2a-ad2d-b2f8ee71628c,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-041,41,completed,0.0913897280966767,a30faed8-83c8-459c-a6bc-f7a975c9e5f0,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-042,42,completed,0.1278065630397236,ac101235-8203-487b-98f5-e2dc5db358b8,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-043,43,completed,0.1118055555555555,6475d7bb-2f33-41c9-be02-f8813e183e49,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-044,44,completed,0.1544035674470457,fd9d9723-6dc7-45e8-807d-b618c0b58b55,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-045,45,completed,0.0790239172592113,07532467-74c5-452f-8c91-b9e084b6c2be,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-046,46,completed,0.0851125216387767,0a4b58c1-0967-4b61-a7c7-c0133116c7b3,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-047,47,completed,0.1383037694013303,92f075d0-3da5-4963-a59b-439536ac0dc5,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-048,48,completed,0.156934306569343,3f4646ae-2a6c-49c8-95ae-325d83c47c39,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-049,49,completed,0.0824534161490683,5681edc4-47e0-43b6-904b-f8edd27e40ba,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-050,50,completed,0.149734395750332,2a983873-9e41-4281-b92d-8829240c4a6a,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-051,51,completed,0.1321184510250569,6e033745-a17c-40c0-9e89-8c83b1977a04,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-052,52,completed,0.1296824104234527,fe35c37f-e5ab-4ba4-987e-256c8949e91e,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-053,53,completed,0.1248680042238648,0d002fde-4fde-46e7-be48-dc08c90891f7,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-054,54,completed,0.1289983164983165,8a471d61-bf9b-4de2-96ae-56bdc8d7feb4,6326a0df-0293-44ec-bd34-4b3cd4f39774,error_retry_terminal,first_retry
gpt-5,GPT-5,DBEVAL-V0-055,55,completed,0.0945488721804511,4efbb167-f7d0-4d70-b7c3-55d9270f76af,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-056,56,completed,0.1485507246376811,cee10014-d823-454b-ab2e-2e3d3d34bd29,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-057,57,completed,0.0863323124042879,bb266f3d-e195-457c-b03a-223186e9eac4,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-058,58,completed,0.1696035242290749,5e3e6e3f-6f96-4b30-9ab5-f46c0a6d9189,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-059,59,completed,0.1272344900105152,94ff9034-fa8a-488a-a0ad-39daab287247,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-5,GPT-5,DBEVAL-V0-060,60,completed,0.1139543446244477,29436658-5e7b-4db9-bf73-5e90356439e7,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-041,41,completed,0.0006042296072507,dc3fe4d0-bf88-4737-96fe-be420d0a1eaf,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-042,42,completed,0.1198186528497409,875a651d-a827-4ed0-80fa-84da5090c6c8,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-043,43,completed,0.2835648148148148,99e0dc26-9ab9-4f0d-a41b-3b71efa35fdd,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-044,44,completed,0.2806577480490524,c26826ca-328e-460f-b96e-921ffb614cab,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-045,45,completed,0.0295733678086619,129fe8d6-50f2-4a84-a1c0-633978508ea4,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-046,46,completed,0.0024523946912867,af002635-b561-42c4-9520-4fa7db61511a,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-047,47,completed,0.0030487804878048,e7ebd431-1f22-4104-a49b-1293c9ca95f6,cb1307c0-5117-43ab-81e2-179910f90711,error_retry_terminal,first_retry
gpt-4o,GPT-4o,DBEVAL-V0-048,48,completed,0.1584549878345498,73ccc44a-2638-4f51-9bea-c232a4b6902a,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-049,49,completed,0.0012422360248447,9e88cbb9-731e-4e2c-9677-2eaf7364908c,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-050,50,completed,0.3681938911022576,5142c87d-0b6e-4ea7-b069-d233ef01eeb1,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-051,51,completed,0.0136674259681093,32249307-4d5d-47c8-a4ad-8ab30a262505,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-052,52,completed,0.1441368078175895,176e4f71-c5c8-4ef0-aa0c-a7f3036e34be,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-053,53,completed,0.0390707497360084,e8984337-d840-4adc-85ec-059eee47d11e,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-054,54,completed,0.0044191919191919,d543e885-1705-4ab2-bfa5-f4540bc65e14,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-055,55,completed,0.0,927d3c69-840d-4b69-95d1-eb91f01071b5,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-056,56,completed,0.0,b04766fa-1dee-4a94-b79d-d869e93c647e,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-057,57,completed,0.0802067381316998,9024ae6e-35da-476d-b1a7-a6cc50da956f,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-058,58,completed,0.0,895643ee-8891-4e05-9224-9d4779db426f,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-059,59,completed,0.1926919032597266,4dfd74c3-953b-4b7a-bfcd-f4e3d530935b,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-4o,GPT-4o,DBEVAL-V0-060,60,completed,0.0022091310751104,87304467-8ce9-4161-988c-96fb64b9840c,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-041,41,completed,0.2163141993957704,10daf345-c35f-4061-94f1-d22367cc4a87,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-042,42,completed,0.098013816925734,93359119-30ed-4cdd-a46e-839a79242b27,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-043,43,completed,0.0828703703703703,d4b1e0cd-b7c1-48b3-b1da-3d4b6c25a1be,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-044,44,completed,0.1139910813823857,262573e8-bc88-48b5-8eea-ac6a9e54a63f,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-045,45,completed,0.0913057530704589,d240f291-11b2-43cb-91e7-3cc334514d48,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-046,46,completed,0.1148297749567224,5d8411e7-4874-4eef-89c8-d74b090e5a5f,f2e5a6ab-054a-4b34-889f-33b8890dc11f,original_full_run_current_row,
