model,model_label,question_id,question_index,task,replacement_source,replacement_pass,old_job_id,old_trace_id,old_status,old_reward,new_job_id,new_trace_id,new_status,new_reward,new_error
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-053,53,KomodoProteinFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,241c70c8-0359-480d-a474-6d7fb6e1c12d,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,dd94b1d0-9fec-443a-96c5-970911912b4e,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-054,54,KomodoProteinFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,5f3943aa-9a13-460c-8728-a73fdac8c0e4,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,5408b036-8ffd-4dad-8b86-157accc615cf,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-055,55,KomodoProteinFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,baead157-2f6d-4550-a394-9b6843380a9e,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,cf825bf1-5331-4d5a-a51d-d56741761260,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-056,56,KomodoProteinFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,851217b7-87a6-4a82-9c49-6aa5377821f7,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,605e6a47-6b13-40ca-bb4b-b3a8018131fc,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-057,57,KomodoProteinFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,27ac83f9-496c-4653-a844-c33641b30387,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,2b5eb1e3-92a6-4c55-a8d0-0c170d55191d,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-058,58,KomodoProteinFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,a932d108-b4f0-4bbb-8d93-ed32a20a4755,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,5307ccc0-a78a-4585-bb8a-2629d9a6ca28,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-059,59,KomodoProteinFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,1cea90dc-0b47-44bb-af7b-468aa5515ba3,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,c2e54650-4233-462b-ae0d-e47d0b6baca5,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-060,60,KomodoProteinFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,620efcba-e239-459f-9a7a-a6523505e535,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,d2af3259-4ea7-45f4-9df8-2ef1e6c598a2,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-087,87,RNAFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,1ddaafe6-a761-4357-8651-f7f78cee3d91,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,e3ec13bd-289a-4805-8cba-ea3d6c9b6e83,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-088,88,RNAFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,d12a5db7-5db9-4724-9e87-dcade95cc903,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,f2017fd0-a0db-457b-b3b8-fcd1e52316bd,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-089,89,RNAFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,50f84f6f-ec1e-4153-9ca9-7952773de364,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,15e791ad-67e5-492f-903b-e03ec58c97c1,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gemini-3.1-pro-preview,Gemini 3.1 Pro,DBEVAL-V0-090,90,RNAFold,error_retry_terminal,first_retry,a22bf38c-950f-482d-88b7-8f471a6d2c57,e067b410-9211-47db-8c2e-f958125e641a,error,0.0,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,07690cd4-e7d7-49b5-90bd-833625e119b8,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
gpt-4o,GPT-4o,DBEVAL-V0-047,47,KomodoProteinFold,error_retry_terminal,first_retry,0f5e7425-9d0d-496e-b1cd-9aa4e1fa6c77,06f62e66-8eb8-45ce-b3fa-b7d2d2a0a834,error,0.0,cb1307c0-5117-43ab-81e2-179910f90711,e7ebd431-1f22-4104-a49b-1293c9ca95f6,completed,0.0030487804878048,
gpt-5,GPT-5,DBEVAL-V0-054,54,KomodoProteinFold,error_retry_terminal,first_retry,9c2a4fe7-68a4-42b4-a9da-06db80b501b9,3ccc2bf0-0bac-4c61-9b3c-845b51929778,error,0.0,6326a0df-0293-44ec-bd34-4b3cd4f39774,8a471d61-bf9b-4de2-96ae-56bdc8d7feb4,completed,0.1289983164983165,
gpt-5.4-mini,GPT-5.4 mini,DBEVAL-V0-057,57,KomodoProteinFold,error_retry_terminal,first_retry,f2e5a6ab-054a-4b34-889f-33b8890dc11f,feffd069-5575-471c-9348-b36c6283ef9c,error,0.0,418eac38-d4ee-4916-8854-270e844626d6,90747d56-dd0e-4f2d-ab4d-bfe0d409d242,completed,0.0828866768759571,
gpt-5.5,GPT-5.5,DBEVAL-V0-001,1,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,bf3241c1-1bf1-47ec-9a41-86c756b91be5,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,f2fbe613-5332-4cb2-a1a1-7861052c2b9e,completed,0.0,
gpt-5.5,GPT-5.5,DBEVAL-V0-003,3,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,c8d68dcd-b8c9-4626-828d-a25758a7e625,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,8b0708f3-fdb2-45b4-b245-5481e22dcb61,completed,0.945029239766082,
gpt-5.5,GPT-5.5,DBEVAL-V0-004,4,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,222b9462-6329-4e3f-8cdc-912d45641ef8,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,204b3105-8b61-40e3-8574-91ffaea706ae,completed,0.0,
gpt-5.5,GPT-5.5,DBEVAL-V0-007,7,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,32c2f17c-ddc7-4e6e-bf9d-6386fb42aa20,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,e14183f2-4371-45fe-af3e-b810936e0d8f,completed,0.6856106408706166,
gpt-5.5,GPT-5.5,DBEVAL-V0-008,8,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,910a12d4-b2a3-43d7-a3b1-e8a0a29d114a,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,89e4715c-bf2a-4815-a5d3-a6a3484633b1,completed,0.5660828025477707,
gpt-5.5,GPT-5.5,DBEVAL-V0-009,9,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,574ae3aa-5db6-4c88-b06c-9a259135e6ba,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,47dcc5db-7a1d-4da6-b0ce-671f6e311a91,completed,0.0,
gpt-5.5,GPT-5.5,DBEVAL-V0-010,10,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,251dedf7-f90a-4388-832f-b8ed60641a93,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,6b5eac15-d8df-43ec-959d-9775b58afe6d,completed,0.8482932996207333,
gpt-5.5,GPT-5.5,DBEVAL-V0-013,13,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,0df00647-9601-4725-91f4-4499b864b84b,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,eb234f07-4cba-4552-be49-64fe31481ae4,error,0.0,"<html>
<head><title>504 Gateway Time-out</title></head>
<body>
<center><h1>504 Gateway Time-out</h1></center>
</body>
</html>"
gpt-5.5,GPT-5.5,DBEVAL-V0-015,15,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,6ab1f2af-94e2-42c5-9185-87e008c71995,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,eb64bdb4-288a-41f8-bea5-9e098fafaff8,completed,0.8994350282485876,
gpt-5.5,GPT-5.5,DBEVAL-V0-019,19,AnoleGeneParse,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,5d22d71e-e29a-4b56-a7bb-4a3858b998ef,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,d54259fe-5fc3-42a4-ac1d-5ec5c6d841fc,completed,0.381109022556391,
gpt-5.5,GPT-5.5,DBEVAL-V0-084,84,RNAFold,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,2c2ccdae-a673-4a93-842e-8a909f0ae1b8,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,e52d2842-32a3-4304-b7a2-94d4c26eb62c,completed,0.0789473684210526,
gpt-5.5,GPT-5.5,DBEVAL-V0-094,94,RNAFold,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,0d94b11c-4adf-4a3f-9720-e96f19ffa9b4,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,ca9a1b1d-841e-4c76-bb83-55c6ba3af307,completed,0.0,
gpt-5.5,GPT-5.5,DBEVAL-V0-095,95,RNAFold,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,3f79fb0c-dbd0-4606-9bbb-31321cade3ae,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,c20634a7-255e-41af-8029-0922ccef09de,completed,0.4262295081967213,
gpt-5.5,GPT-5.5,DBEVAL-V0-097,97,RNAFold,error_retry_terminal,first_retry,b4407a3e-477b-4933-83fb-96ff3213ca5c,0d545233-7152-4023-84a6-de219a3c231f,error,0.0,b795fe7a-4d40-4948-989a-9577dfd331e0,83518c1a-11d0-46cd-b218-2c032a654ffe,completed,0.0,
gpt-5.5,GPT-5.5,DBEVAL-V0-013,13,AnoleGeneParse,error_retry_terminal,second_retry,b795fe7a-4d40-4948-989a-9577dfd331e0,eb234f07-4cba-4552-be49-64fe31481ae4,error,0.0,5dc63e61-0eae-452b-b1b0-5dc74e341f0d,b6baddfc-b731-4cdd-9c13-2041cf15d685,completed,0.5827174530983513,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-061,61,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,60a6bd07-df2e-4ef9-913e-d966b079cdcd,completed,0.3575090850165827,3077ca83-2ef4-4613-90e2-206dac3686ea,12bd39d9-bbcd-4ba8-a1f8-97349af115e0,completed,0.4165053451145142,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-062,62,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,a3c3faa7-9740-4863-a334-a8dd8e44775a,completed,0.8547316528491795,3077ca83-2ef4-4613-90e2-206dac3686ea,25b9a707-da8a-4699-872a-218a38bc62b7,completed,0.9041427348839164,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-063,63,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,42639704-966b-498f-ae67-3002ed925ea5,completed,0.7978634243562576,3077ca83-2ef4-4613-90e2-206dac3686ea,9d00764c-ae74-46fe-ac0f-7c20d626bd64,completed,0.8228114203998219,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-064,64,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,7cea8968-114a-488f-b331-c59b91163bc4,completed,0.5550798951573257,3077ca83-2ef4-4613-90e2-206dac3686ea,b45d1411-0812-4112-bdc4-499bec07530b,completed,0.6342240482425557,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-065,65,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,4171b299-986c-4dd0-91e8-322d0412f12c,completed,0.8518364249962831,3077ca83-2ef4-4613-90e2-206dac3686ea,cee49e2f-24b9-4398-941e-919426ca6ef2,completed,0.8763958387526004,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-066,66,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,1bf139f8-c786-4f4d-b952-46c1b5d1d899,completed,0.8822988033830594,3077ca83-2ef4-4613-90e2-206dac3686ea,2ceee39c-aebf-46ee-a6ee-de8e4db11e3a,completed,0.9132660258954308,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-067,67,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,dd389790-ae81-4e40-a638-067e64da1ba9,completed,0.6983342256246678,3077ca83-2ef4-4613-90e2-206dac3686ea,1daf4fc6-7ed2-4f3b-b2c9-031f6023fa38,completed,0.7297907222744278,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-068,68,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,a6272c7d-2f95-49d3-8326-aa2979a385d2,completed,0.9271009271013908,3077ca83-2ef4-4613-90e2-206dac3686ea,226263a9-d1a8-4e36-8139-1643c666dbe0,completed,0.9562774981526984,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-069,69,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,95957051-3ad1-4e46-9fa8-377378c5e8a4,completed,0.9254519912314692,3077ca83-2ef4-4613-90e2-206dac3686ea,f838e44d-136c-4a88-929d-90efcd52f943,completed,0.7003420474184091,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-070,70,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,73c541f7-9411-4cf4-a37f-6b851fba807b,completed,0.7220132631087389,3077ca83-2ef4-4613-90e2-206dac3686ea,4a0a52b7-9279-487f-b6e1-f28b06453fa3,completed,0.4733876623760101,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-071,71,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,60de3862-2712-46a7-8f4f-3dc3af59e3a6,completed,0.8902188551882028,3077ca83-2ef4-4613-90e2-206dac3686ea,aa296d20-4097-41e6-b603-7839cc5851ea,completed,0.6867937685844878,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-072,72,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,dab30cdc-49b3-4b0a-a5a5-fce57ca7eadb,completed,0.0983421572060824,3077ca83-2ef4-4613-90e2-206dac3686ea,19e539b9-8ea0-4ffa-bd01-c83f4a7ee591,completed,0.0,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-073,73,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,50314825-97a6-4b74-8bb7-0597bb3f2551,completed,0.7496755914896458,3077ca83-2ef4-4613-90e2-206dac3686ea,b7d09184-e45b-4321-8d97-e3f8d1879db4,completed,0.9387491677759294,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-074,74,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,fdcc9dd9-4007-4937-bfd3-bbc7ef53a8bc,completed,0.7378603713872525,3077ca83-2ef4-4613-90e2-206dac3686ea,26759a13-ca7f-4ebb-b951-537060c9bf5f,completed,0.8123019883752539,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-075,75,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,bc438e78-7920-4d70-9095-8a8886d86a98,completed,0.7822749024406355,3077ca83-2ef4-4613-90e2-206dac3686ea,ebd230d9-3ad0-4457-8fd0-630fac974531,completed,0.6785655869947684,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-076,76,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,c727a132-274d-4797-a488-d45383049541,completed,0.6187649858959742,3077ca83-2ef4-4613-90e2-206dac3686ea,01eef835-eaa3-4e8d-a79a-7eedf40ef48c,completed,0.7309997154657678,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-077,77,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,8c4f852c-f241-4b76-9fa0-683ce24580f1,completed,0.8816806132678185,3077ca83-2ef4-4613-90e2-206dac3686ea,eb7fc122-fd3a-40ca-9f99-d3d15169b4f7,completed,0.9596296492550376,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-078,78,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,2681884d-418d-48a2-a488-8ffca66335b2,completed,0.3814398284627892,3077ca83-2ef4-4613-90e2-206dac3686ea,3ca5cb23-ebfe-48b1-ab84-fa7d779d44de,completed,0.1232104874677286,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-079,79,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,4c9d2097-9021-4547-a0b9-4b074c247bdc,completed,0.0,3077ca83-2ef4-4613-90e2-206dac3686ea,4ad01f22-a1d0-4a4d-a5a6-05abba945ea4,completed,0.0,
claude-opus-4-8,Opus 4.8,DBEVAL-V0-080,80,DragonTFBind,tf_bench_rerun,tf_bench_rerun,d0785f45-515b-4721-aa3c-d948dc5dd0f2,7bb57b0e-6b7b-4d82-945a-f3e82855019f,completed,0.7952050661173402,3077ca83-2ef4-4613-90e2-206dac3686ea,49428c5e-b47a-4eb5-a754-dfb0c42c7599,completed,0.7046939203804071,
