model,model_key,stem,id,reward,status,hud_reward,hud_status,trace_id,valid_json,pdb_answer,answer_chars,subscores_json,info_json
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-051,0.04356492027334852,scored,0.04356492027334852,completed,ff266d53-0cd0-41bb-a2fe-155e27598b61,True,True,32327,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.04356492027334852, ""coordinate_coverage"": 0.2375, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 78, ""lddt_missing_contacts"": 800, ""lddt_reference_contacts"": 878, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 19, ""n_true"": 80, ""overlap"": 19, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-052,0.22190553745928338,scored,0.22190553745928338,completed,bb19f6bc-fd6d-45a3-b8fa-2629ad0ef102,True,True,27064,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.22190553745928338, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1228, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1228, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 84, ""n_true"": 84, ""overlap"": 84, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-053,0.5533262935586061,scored,0.5533262935586061,completed,df70b99e-8f54-487d-bb4a-e67f6172f2f4,True,True,32021,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.5533262935586061, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 947, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 947, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 81, ""n_true"": 81, ""overlap"": 81, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-054,0.15193602693602692,scored,0.15193602693602692,completed,19e995f9-bcc5-4bd1-b1a0-e7e60af54614,True,True,26727,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.15193602693602692, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1188, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1188, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 83, ""n_true"": 83, ""overlap"": 83, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-055,0.27518796992481204,scored,0.27518796992481204,completed,e3e97871-5073-4355-88d2-655940e7540d,True,True,31641,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.27518796992481204, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1330, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1330, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 81, ""n_true"": 81, ""overlap"": 81, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-056,0.9873188405797102,scored,0.9873188405797102,completed,35ae8059-9d0b-422d-9e00-755d70defb7c,True,True,32682,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.9873188405797102, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 690, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 690, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 82, ""n_true"": 82, ""overlap"": 82, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-057,0.1389739663093415,scored,0.1389739663093415,completed,0fee0865-9a12-4bb1-a011-385bcd54cbad,True,True,52743,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.1389739663093415, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1306, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1306, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 82, ""n_true"": 82, ""overlap"": 82, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-058,0.6938325991189427,scored,0.6938325991189427,completed,570f355e-b2bf-4263-8326-c2032534d7e1,True,True,31641,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.6938325991189427, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 681, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 681, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 80, ""n_true"": 80, ""overlap"": 80, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-059,0.5391692954784437,scored,0.5391692954784437,completed,8b6b7a63-f7ba-4b44-9d35-40651cf83de0,True,True,32109,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.5391692954784437, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 951, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 951, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 81, ""n_true"": 81, ""overlap"": 81, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Opus 4.8,claude-opus-4-8,opus48,DBEVAL-V0-060,0.17286450662739322,scored,0.17286450662739322,completed,7fb954db-7875-4dc6-819b-7767daa45c8f,True,True,31703,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.17286450662739322, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1358, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1358, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 80, ""n_true"": 80, ""overlap"": 80, ""structure_format"": ""pdb"", ""validity"": 1.0}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-041,0.0,invalid_answer,0.0,error,ec2171f0-422c-4bee-8786-ae6d89041e3c,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-042,0.0,invalid_answer,0.0,error,b2e196be-a679-4820-bb89-533b9233f67f,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-043,0.0,invalid_answer,0.0,error,34efd04d-74b4-48db-b760-9a43a8e3f0ed,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-044,0.0,invalid_answer,0.0,error,cbd5f65f-feee-4434-aa24-3976494fa798,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-045,0.0,invalid_answer,0.0,error,4c682c24-1ed8-4248-8fd7-30dedb95ecf2,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-046,0.0,invalid_answer,0.0,error,2aee2f6f-0a77-4b37-a494-7e1540876dc8,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-047,0.0,invalid_answer,0.0,error,45f9922f-56f5-41b9-ab25-21d51a588f92,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-048,0.0,invalid_answer,0.0,error,ab497b0e-8411-471c-b381-16c6f62c6fa8,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-049,0.0,invalid_answer,0.0,error,b74a257a-cc11-46b4-8cea-e40e331e7858,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-050,0.0,invalid_answer,0.0,error,1851afec-ff52-4b33-88fb-ac52b198190c,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-051,0.0,invalid_answer,0.0,error,2bfb3476-be20-4dde-944c-26f531f959f7,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-052,0.0,invalid_answer,0.0,error,24880242-95c4-4382-9c72-52fd8c26e92c,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-053,0.0,invalid_answer,0.0,error,241c70c8-0359-480d-a474-6d7fb6e1c12d,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-054,0.0,invalid_answer,0.0,error,5f3943aa-9a13-460c-8728-a73fdac8c0e4,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-055,0.0,invalid_answer,0.0,error,baead157-2f6d-4550-a394-9b6843380a9e,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-056,0.0,invalid_answer,0.0,error,851217b7-87a6-4a82-9c49-6aa5377821f7,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-057,0.0,invalid_answer,0.0,error,27ac83f9-496c-4653-a844-c33641b30387,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-058,0.0,invalid_answer,0.0,error,a932d108-b4f0-4bbb-8d93-ed32a20a4755,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-059,0.0,invalid_answer,0.0,error,1cea90dc-0b47-44bb-af7b-468aa5515ba3,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
Gemini 3.1 Pro,gemini-3.1-pro-preview,gemini31pro,DBEVAL-V0-060,0.0,invalid_answer,0.0,error,620efcba-e239-459f-9a7a-a6523505e535,False,False,0,"{""json_parse"": 0.0}","{""error"": ""empty answer""}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-041,0.08141993957703927,scored,0.08141993957703927,completed,b0c09491-047d-4225-9e4d-9c6b7016bd1a,True,True,27213,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.08141993957703927, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1655, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1655, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 85, ""n_true"": 85, ""overlap"": 85, ""structure_format"": ""pdb"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-042,0.01770293609671848,scored,0.01770293609671848,completed,349af0a0-4996-4773-8052-e8c0d0dce5eb,True,False,18064,"{""backbone_atom_completeness"": 0.5, ""ca_lddt"": 0.01770293609671848, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1158, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1158, ""structure_validity"": 1.0}","{""backbone_completeness"": 0.5, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 83, ""n_true"": 83, ""overlap"": 83, ""structure_format"": ""mmcif"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-043,0.01875,scored,0.01875,completed,52e06b9b-d662-4308-9766-31304a5fd422,True,False,18531,"{""backbone_atom_completeness"": 0.3333333333333333, ""ca_lddt"": 0.01875, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1080, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1080, ""structure_validity"": 1.0}","{""backbone_completeness"": 0.3333333333333333, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 82, ""n_true"": 82, ""overlap"": 82, ""structure_format"": ""mmcif"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-044,0.13823857302118173,scored,0.13823857302118173,completed,9821aee9-10a7-4ead-8d8d-436cf4a3c6a5,True,True,25643,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.13823857302118173, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 897, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 897, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 80, ""n_true"": 80, ""overlap"": 80, ""structure_format"": ""pdb"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-045,0.10633484162895927,scored,0.10633484162895927,completed,7af94eb5-8ff9-4c2b-b604-43b83ed02fc6,True,False,24667,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.10633484162895927, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1547, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1547, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 84, ""n_true"": 84, ""overlap"": 84, ""structure_format"": ""mmcif"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-046,0.09650894402769764,scored,0.09650894402769764,completed,d0b799e7-e778-4cb6-85ca-eeb4503d5e40,True,True,29163,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.09650894402769764, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1733, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1733, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 91, ""n_true"": 91, ""overlap"": 91, ""structure_format"": ""pdb"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-047,0.02245011086474501,scored,0.02245011086474501,completed,d555d263-b97d-46de-9f37-8c0ba9703997,True,False,16640,"{""backbone_atom_completeness"": 0.25, ""ca_lddt"": 0.02245011086474501, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 902, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 902, ""structure_validity"": 1.0}","{""backbone_completeness"": 0.25, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 82, ""n_true"": 82, ""overlap"": 82, ""structure_format"": ""mmcif"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-048,0.16818734793187348,scored,0.16818734793187348,completed,73d1aad3-1e2d-4c83-a3c8-2aad5cf1c767,True,False,25303,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.16818734793187348, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 822, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 822, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 85, ""n_true"": 85, ""overlap"": 85, ""structure_format"": ""mmcif"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-049,0.08245341614906833,scored,0.08245341614906833,completed,e4cd245a-bf86-44cd-a4bd-50841dd2630a,True,True,25963,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.08245341614906833, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1610, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1610, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 81, ""n_true"": 81, ""overlap"": 81, ""structure_format"": ""pdb"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-050,0.149734395750332,scored,0.149734395750332,completed,0a5695a5-8d00-49fb-98f0-f00819f4da4b,True,True,26281,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.149734395750332, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 753, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 753, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 82, ""n_true"": 82, ""overlap"": 82, ""structure_format"": ""pdb"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-051,0.13211845102505695,scored,0.13211845102505695,completed,e2328b46-4d2c-4456-990a-fea8b0d0fedf,True,True,25643,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.13211845102505695, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 878, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 878, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 80, ""n_true"": 80, ""overlap"": 80, ""structure_format"": ""pdb"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-052,0.0,invalid_answer,0.0,completed,43a3e62b-5a71-4e59-887f-dd858e541afc,True,False,11342,{},"{""reason"": ""mmcif does not contain parseable CA coordinates""}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-053,0.12513199577613515,scored,0.12513199577613515,completed,6dec309c-326c-4248-a628-bcb29ec6ee3f,True,True,25963,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.12513199577613515, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 947, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 947, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 81, ""n_true"": 81, ""overlap"": 81, ""structure_format"": ""pdb"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-054,0.0,invalid_answer,0.0,completed,7ce94323-4e5f-435f-95f2-5e62e3af4423,True,False,23918,"{""backbone_atom_completeness"": 1.0, ""coordinate_coverage"": 0.012048192771084338, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""n_pred"": 1, ""n_true"": 83, ""overlap"": 1, ""reason"": ""submitted structure has fewer than two residues overlapping the reference"", ""structure_format"": ""mmcif"", ""validity"": 1.0}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-055,0.0,invalid_answer,0.0,completed,3d16ba88-9b74-4bd6-925d-0b9e6f4d7af9,True,False,12065,{},"{""reason"": ""mmcif does not contain parseable CA coordinates""}"
GPT-5.5,gpt-5.5,gpt55,DBEVAL-V0-056,0.14855072463768115,scored,0.14855072463768115,completed,ec443c7c-0af2-4ed3-941f-ab264f5ea485,True,True,26281,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.14855072463768115, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 690, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 690, ""structure_validity"": 1.0}","{""backbone_completeness"": 1.0, ""lddt_thresholds_angstrom"": [0.5, 1.0, 2.0, 4.0], ""n_pred"": 82, ""n_true"": 82, ""overlap"": 82, ""structure_format"": ""pdb"", ""validity"": 1.0}"
